swimmer_id,meet_id,meet_name,meet_date,age,sex_category,event,course,round,seed_time,final_time,split_50,split_100,split_150,split_200,data_source,meet_level,notes
S644,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:05.12,28.24,1:00.19,1:33.43,2:05.12,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 22; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S694,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,15.0,M,200 FR,SCY,timed_final,,2:05.91,28.47,1:00.47,1:34.25,2:05.91,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 23; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S695,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,14.0,M,200 FR,SCY,timed_final,,2:06.14,28.45,1:00.41,1:33.76,2:06.14,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 24; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S696,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:07.07,30.02,1:03.27,1:36.40,2:07.07,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 25; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S646,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:07.15,28.12,1:01.50,1:36.47,2:07.15,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 26; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S697,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,14.0,M,200 FR,SCY,timed_final,,2:07.16,,,,,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 27; hytek tags no split line published; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S647,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,14.0,M,200 FR,SCY,timed_final,,2:11.72,28.48,1:01.85,1:37.35,2:11.72,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 28; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S645,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,16.0,M,200 FR,SCY,timed_final,,2:12.46,29.92,1:02.40,1:37.53,2:12.46,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 29; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S651,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,14.0,M,200 FR,SCY,timed_final,,2:13.97,31.55,1:05.54,1:40.73,2:13.97,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 30; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S663,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,12.0,M,200 FR,SCY,timed_final,,2:16.81,30.41,1:04.76,1:40.41,2:16.81,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 31; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S660,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:19.57,29.53,1:05.72,1:43.07,2:19.57,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 32; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S698,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,16.0,M,200 FR,SCY,timed_final,,2:20.88,32.03,1:07.65,1:44.17,2:20.88,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 33; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S678,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:21.00,,,,,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 34; hytek tags no split line published; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S699,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:30.15,,,,,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 35; hytek tags no split line published; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S680,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:30.27,33.45,1:11.44,1:52.23,2:30.27,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 36; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S700,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,14.0,M,200 FR,SCY,timed_final,,2:31.21,32.36,1:11.58,1:51.32,2:31.21,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 37; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S701,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:38.32,35.55,1:15.60,1:58.58,2:38.32,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 38; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S702,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,15.0,M,200 FR,SCY,timed_final,,2:39.98,36.74,1:17.61,1:59.79,2:39.98,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 39; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S703,2025_ALTO_CANDY_CANE,ALTO Candy Cane Classic,2025-12-19,13.0,M,200 FR,SCY,timed_final,,2:40.23,34.67,1:15.62,1:58.83,2:40.23,"Official Hy-Tek results, ALTO Candy Cane Classic 12/19-21/2025, Boys 11 & Over 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2981/altos-candy-cane-lane-meet.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 40; hytek tags none; seed from official results; meet ran 2025-12-19 to 2025-12-21, event day not stated; six entries have no or broken split lines in the official file and enter final-time only"
S704,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:37.19,22.49,46.98,1:12.03,1:37.19,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 1; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S705,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:37.79,23.06,47.93,1:12.71,1:37.79,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 2; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S002,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:39.19,22.88,47.63,1:13.21,1:39.19,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 3; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S005,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:39.51,23.52,48.91,1:14.47,1:39.51,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 4; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S018,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:39.55,23.26,48.40,1:13.92,1:39.55,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 5; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S706,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:40.30,23.39,48.95,1:14.93,1:40.30,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 6; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S463,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:40.85,23.71,48.96,1:14.93,1:40.85,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 7; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S707,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:41.29,23.39,48.75,1:15.27,1:41.29,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 8; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S026,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:41.68,23.78,49.24,1:15.38,1:41.68,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 9; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S708,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:41.83,23.3,49.02,1:15.45,1:41.83,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 10; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S270,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:41.93,23.71,49.26,1:15.69,1:41.93,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 11; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S271,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.04,24.33,50.05,1:16.39,1:42.04,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 12; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S462,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.11,23.89,49.99,1:16.21,1:42.11,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 13; hytek tags grade FR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S007,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.33,23.54,49.29,1:15.70,1:42.33,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 14; hytek tags grade FR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S461,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.39,23.38,49.41,1:15.52,1:42.39,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 15; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S010,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.50,24.17,50.12,1:16.38,1:42.50,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 16; hytek tags grade FR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S709,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.72,23.97,50.08,1:16.34,1:42.72,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 17; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S710,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:42.94,24.94,50.76,1:17.13,1:42.94,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 18; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S030,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.04,24.28,49.90,1:16.41,1:43.04,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 19; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S711,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.19,24.04,50.17,1:16.87,1:43.19,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 20; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S464,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.49,24.0,50.09,1:16.38,1:43.49,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 21; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S283,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.56,24.49,50.84,1:16.72,1:43.56,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 22; hytek tags grade FR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S712,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.67,24.75,50.79,1:17.33,1:43.67,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 23; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S273,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:43.90,23.92,50.01,1:16.80,1:43.90,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 24; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S713,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:44.21,24.37,50.89,1:17.73,1:44.21,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 25; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S469,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:44.51,23.96,50.25,1:17.28,1:44.51,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 26; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S714,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:44.65,24.05,49.98,1:17.01,1:44.65,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 27; hytek tags grade SO; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S475,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:45.24,24.1,50.15,1:17.25,1:45.24,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 28; hytek tags grade JR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S715,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:45.25,25.05,51.67,1:18.54,1:45.25,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 29; hytek tags grade FR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S278,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:45.84,25.15,52.20,1:19.75,1:45.84,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 30; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
S716,2025_NCS_CHAMPIONSHIPS,CIF North Coast Section Swimming and Diving Championship Meet 2025,2025-05-09,,M,200 FR,SCY,prelim,,1:46.19,25.12,52.17,1:18.89,1:46.19,"Official results, 2025 NCS Swimming & Diving Championship (5/9-10/2025), Boys 200 Yard Freestyle prelims and finals, https://www.pacswim.org/userfiles/meets/documents/2878/ncsresultsfinalswithallsplitsforpacswim.pdf (verified extraction workbook, 2026-09-02)",championship,"place 31; hytek tags grade SR; seed from official results; high school championship: grades published, ages blank (club-linked age rule applies)"
